#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# FACTION MAIN
#
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_319A;Speaking to the assembled Lords, [From.GetTitledFirstName] denounced the misrule of [Root.Liege.GetTitledFirstName] and complained of how our rights and liberties were being taken away. We were taken in by [From.GetHerHis] eloquent words, and the meeting ended with agreement that we must find a way to reduce the power of the [Root.Liege.PrimaryTitle.GetRulerTitle].;En s'adressant aux Seigneurs réunis, [From.GetTitledFirstName] a accusé [Root.Liege.GetTitledFirstName] d'incompétence et nous a rappelé nos droits et libertés qui nous étaient enlevés. Nous avons bu son discours éloquent, et la réunion s'est terminée sur l'accord général que nous devons trouver un moyen de réduire le pouvoir de [Root.Liege.PrimaryTitle.GetRulerTitle].;;;Hablando con los señores reunidos, [From.GetTitledFirstName] denuncio el desgobierno de [Root.Liege.GetTitledFirstName] y se quejó de como nuestros derechos y libertades están siendo arrebatados. Fuimos convencidos por sus palabras elocuentes, y la reunion termino con un acuerdo de que debemos reducir el poder de [Root.Liege.PrimaryTitle.GetRulerTitle].;;;;;;;;;x
EVTDESC_PlusFaction_319B;Speaking to the assembled Lords, [From.GetTitledFirstName] denounced the misrule of [Root.Liege.GetTitledFirstName] and complained of how our rights and liberties were being taken away. Though [From.GetHerHis] words mostly fell on deaf ears, such open dissent nonetheless soured the mood of the room a little.;En s'adressant aux Seigneurs réunis, [From.GetTitledFirstName] a accusé [Root.Liege.GetTitledFirstName] d'incompétence et nous a rappelé nos droits et libertés qui nous étaient enlevés.Mesme si la plupart de ses mots sont tombés dans l'oreille d'un sourd, une accusation aussi directe a quelque peu semé le ressentiment dans la salle.;;;Hablando con los señores reunidos, [From.GetTitledFirstName] denuncio el desgobierno de [Root.Liege.GetTitledFirstName] y se quejó de como nuestros derechos y libertades están siendo arrebatados. Aunque sus palabras cayeron sobretodo en oidos sordos, no obstante, una disensión tan abierta agrió un poco el ambiente de la sala.;;;;;;;;;x
EVTDESC_PlusFaction_319C;Speaking to the assembled Lords, [From.GetTitledFirstName] denounced the misrule of [Root.Liege.GetTitledFirstName] and complained of how our rights and liberties were being taken away. However, [From.GetHerHis] self-serving arguments failed to capture the audience, and only managed to further increase our loyalty to the [Root.Liege.PrimaryTitle.GetRulerTitle].;En s'adressant aux Seigneurs réunis, [From.GetTitledFirstName] a accusé [Root.Liege.GetTitledFirstName] d'incompétence et nous a rappelé nos droits et libertés qui nous estoient enlevés. Toutefois, ses arguments égoïstes n'ont point captivé l'audience, et n'ont réussi qu'à raviver notre loyauté envers le [Root.Liege.PrimaryTitle.GetRulerTitle].;;;Hablando con los señores reunidos, [From.GetTitledFirstName] denuncio el desgobierno de [Root.Liege.GetTitledFirstName] y se quejó de como nuestros derechos y libertades están siendo arrebatados. Sin embargo sus argumentos egoístas no lograron capturar a la audiencia, y solo lograron aumentar aún más nuestra lealtad a hacia [Root.Liege.PrimaryTitle.GetRulerTitle].;;;;;;;;;x
EVTDESC_PlusFaction_320A;I have learned that [From.GetTitledFirstName] denounced me harshly at the faction meeting in [From.Capital.GetName], and they swallowed up [From.GetHerHis] words.;;;;He sabido que [From.GetTitledFirstName] me denuncio duramente en la reunion de la faccion que tuvo lugar en [From.Capital.GetName], y que se tragaron sus palabras.;;;;;;;;;x
EVTDESC_PlusFaction_320B;I have learned that [From.GetTitledFirstName] denounced me harshly at the faction meeting in [From.Capital.GetName], and while they did not turn against me as [From.GetSheHe] might have liked, [From.GetHerHis] words still struck home.;;;;He sabido que [From.GetTitledFirstName] me denuncio duramente en la reunion de la faccion que tuvo lugar en [From.Capital.GetName], y aunque no se volvieron contra mi tal y como [From.GetElElla] hubiera querido, sus palabras llegaron a buen puerto.;;;;;;;;;x
EVTDESC_PlusFaction_320C;I have learned that [From.GetTitledFirstName] denounced me harshly at the faction meeting in [From.Capital.GetName], but only managed to make the faction even more loyal to me.;J'ai appris que[From.GetTitledFirstName] m'a accusé à sa réunion de faction à [From.Capital.GetName] , mais il n'a réussi qu'à rendre la faction plus loyale envers moi.;;;He sabido que [From.GetTitledFirstName] me denuncio duramente en la reunion de la faccion que tuvo lugar en [From.Capital.GetName], pero solo logro hacerlos mas leales a mi.;;;;;;;;;x
EVTDESC_PlusFaction_321;'We are too strong for [Root.Liege.GetTitledFirstName] to deny us what is justly ours,' I told the assembled Lords. 'We shall threaten [Root.Liege.GetHerHim] with civil war if [Root.Liege.GetSheHe] does not...';;;;'Somos demasiado poderosos como para que [Root.Liege.GetTitledFirstName] nos niege lo que es legitimamente nuestro,' les dije a los Señores reunidos. 'Debemos amenazarle con una guerra civil si no accede a...';;;;;;;;;x
EVTOPTA_PlusFaction_321;...reduce the restrictions to the rights of [Root.Liege.GetHerHis] vassals;;;;...reducir las restricciones a los derechos sus vasallos;;;;;;;;;x
EVTOPTB_PlusFaction_321;...reduce the restrictions on [Root.Liege.GetHerHis] tribal chiefs;;;;...reducir las restricciones a los derechos sus jefes tribales;;;;;;;;;x
EVTOPTC_PlusFaction_321;...grant us tax privileges;;;;...darnos privilegios impositivos;;;;;;;;;x
EVTOPTD_PlusFaction_321;...lower the burdensome demands on our levies;;;;...bajar la pesada demanda de levas;;;;;;;;;x
EVTOPTE_PlusFaction_321;...surrender one of [Root.Liege.GetHerHis] many titles;;;;...entregar uno de sus titulos;;;;;;;;;x
EVTOPTF_PlusFaction_321;...lower the taxes on our feudal lords;;;;...bajar los impuestos a los Nobles;;;;;;;;;x
EVTOPTG_PlusFaction_321;...lower the taxes on our people;;;;...bajar los impuestos a nuestra gente;;;;;;;;;x
EVTOPTH_PlusFaction_321;...share some of [Root.Liege.GetHerHis] vaunted wealth;;;;...compartir algo de su ostentosa riqueza;;;;;;;;;x
EVTOPTI_PlusFaction_321;...lower the taxes on our [Root.Religion.GetName] temples;;;;...bajar los impuestos en los templos [Root.Religion.GetName]s;;;;;;;;;x
EVTOPTJ_PlusFaction_321;...revert to the old succession law;;;;...volver a la ley de sucesion anterior;;;;;;;;;x
EVTOPTK_PlusFaction_321;...extend all council positions to life terms;;;;...convertir las posiciones del consejo en inamovibles;;;;;;;;;x
EVTOPTL_PlusFaction_321;...reduce the obligations placed upon [Root.Liege.GetHerHis] feudal vassals;;;;...reducir las obligaciones que tienen que cargar sus vasallos feudales;;;;;;;;;x
EVTOPTM_PlusFaction_321;...reduce the obligations placed upon [Root.Liege.GetHerHis] tribal chiefs;;;;...reducir las obligaciones que tienen que cargar sus vasallos tribales;;;;;;;;;x
EVTOPTN_PlusFaction_321;...reduce the obligations placed upon [Root.Liege.GetHerHis] cities;;;;...reducir las obligaciones que tienen que cargar sus ciudades;;;;;;;;;x
EVTOPTO_PlusFaction_321;...reduce the obligations placed upon [Root.Liege.GetHerHis] temples;;;;...reducir las obligaciones que tienen que cargar sus templos;;;;;;;;;x
EVTDESC_PlusFaction_330A;[From.GetBestName] stands up before the assembled Lords and proposes the levy of a special tax to be paid as financial aid to the crown, for the good of the realm and the good of our faction is one and the same.;[From.GetBestName] se tient devant les Seigneurs réunis et propose de lever un impost spécial pour payer une aide financière à la Couronne, car le bien du royaume et de notre faction ne font qu'un .;;;[From.GetBestName] se presenta ante los Señores reunidos y propone la recaudación de un impuesto especial que se pagará como ayuda financiera a la corona, por el bien del reino y el bien de nuestra facción ya que es uno y el mismo.;;;;;;;;;x
EVTDESC_PlusFaction_330B;[From.GetBestName] stands up before the assembled Lords and proposes a show of support for [Root.Liege.GetTitledFirstName] on behalf of the faction, for the good of the realm and the good of our faction is one and the same.;[From.GetBestName] se tient devant les Seigneurs réunis et propose une démonstration de soutien envers la Couronne, car le bien du royaume et de notre faction ne font qu'un .;;;[From.GetBestName] se presenta ante los Señores reunidos y propone una muestra de apoyo para [Root.Liege.GetTitledFirstName] en nombre de la facción, por el bien del reino y el bien de nuestra facción ya que es lo mismo.;;;;;;;;;x
EVTOPTA_PlusFaction_330;Yes, the crown needs our support;;;;Si, la corona necesita nuestro apoyo;;;;;;;;;x
EVTOPTB_PlusFaction_330;No, this is too much to ask;;;;No, esto es pedir demasiado;;;;;;;;;x
EVTDESC_PlusFaction_331A;One by one, the assembled Lords raised their voices to vote on the payment of financial aid to [Root.Liege.GetTitledFirstName]. At last all votes were in and...;Un par un, les Seigneurs réunis votèrent sur le payement d'une aide financière à la Couronne. Une fois que tout les votes furent exprimés...;;;Uno a uno, los Señores reunidos alzaron la voz para votar sobre el pago de ayuda financiera a [Root.Liege.GetTitledFirstName]. Por fin se contaron todos los votos y ...;;;;;;;;;x
EVTDESC_PlusFaction_331B;One by one, the assembled Lords raised their voices to vote on a show of support for [Root.Liege.GetTitledFirstName]. At last all votes were in and...;Un par un, les Seigneurs réunis votèrent sur la démonstration de soutien envers la Couronne. Une fois que tout les votes furent exprimés...;;;Uno a uno, los Señores reunidos alzaron la voz para votar sobre la muestra de apoyo a [Root.Liege.GetTitledFirstName]. Por fin se contaron todos los votos y ...;;;;;;;;;x
EVTOPTA_PlusFaction_331;... the proposal passed;... la proposition passa;;;... la acepta la mocion;;;;;;;;;x
EVTOPTB_PlusFaction_331;... the proposal failed;... la proposition fut repoussée;;;...se rechaza la mocion;;;;;;;;;x
EVTDESC_PlusFaction_332A;[From.GetBestName]'s proposal for the payment of financial aid to [Root.Liege.GetTitledFirstName] passed, and now I must pay my share.;La proposition de [From.GetBestName] d'aide financière à [Root.Liege.GetTitledFirstName] est passée, et je dois maintenant payer ma part.;;;La propuesta de [From.GetBestName] para el pago de ayuda financiera a [Root.Liege.GetTitledFirstName] pasó, y ahora debo pagar mi parte.;;;;;;;;;x
EVTDESC_PlusFaction_332B;[From.GetBestName]'s proposal for a show of support towards [Root.Liege.GetTitledFirstName] passed.;La proposition de [From.GetBestName] de démonstration de soutien envers [Root.Liege.GetTitledFirstName] est passée.;;;Se aprobó la propuesta de [From.GetBestName] para una muestra de apoyo hacia [Root.Liege.GetTitledFirstName].;;;;;;;;;x
EVTDESC_PlusFaction_333A;[From.GetBestName]'s proposal for the payment of financial aid to [Root.Liege.GetTitledFirstName] was defeated in a vote.;La proposition de [From.GetBestName] d'aide financière à [Root.Liege.GetTitledFirstName] a été repoussée.;;;La propuesta de [From.GetBestName] para el pago de ayuda financiera a [Root.Liege.GetTitledFirstName] fue rechazada en la votación.;;;;;;;;;x
EVTDESC_PlusFaction_333B;[From.GetBestName]'s proposal for a show of support towards [Root.Liege.GetTitledFirstName] was defeated in a vote.;La proposition de [From.GetBestName] de démonstration de soutien envers [Root.Liege.GetTitledFirstName] a été repoussée.;;;La propuesta de [From.GetBestName] para una muestra de apoyo hacia [Root.Liege.GetTitledFirstName] fue derrotada en la votación.;;;;;;;;;x
EVTDESC_PlusFaction_334A;My liege,\nAs you no doubt well know, I and those of your vassals who are part of my faction are your loyal supporters. To show our devotion, we send you this tribute of gold and silver.\n\nSigned,\n[From.GetTitledName];;;;Mi Señor, \nComo sin duda bien sabe, yo y los vasallos que forman parte de mi facción somos sus fieles seguidores. Para mostrar nuestra devoción, le enviamos este tributo de oro y plata. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_334B;My liege,\nAs you no doubt well know, I and those of your vassals who are part of my faction are your loyal subjects. To show our devotion, we have decided to host a grand banquet in [From.Capital.GetName] to honor your rule.\n\nSigned,\n[From.GetTitledName];;;;Mi Señor, \nComo sin duda bien sabe, yo y los vasallos que forman parte de mi facción somos sus fieles seguidores. Para mostrar nuestra devoción, hemos decidido organizar un gran banquete en [From.Capital.GetName] para honrar su gobierno. \n\nFirmado, \n [From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_335;[From.GetBestName] stands up before the assembled Lords and proposes the payment of membership dues, to strengthen our cause and allow us to stand together against our foes. Though [From.GetSheHe] claims unselfish motives, opponents of the proposal claim that [From.GetSheHe] intends to seize the funds for [From.GetHerHim]self.;[From.GetBestName] se tient devant les Seigneurs réunis et propose le paiement de cotisations, pour renforcer notre cause et nous permettre de nous tenir coste-à-coste contre nos ennemis. Mesme si [From.GetSheHe] prétend que c'est un geste altruiste, ses opposant clament que [From.GetSheHe] veult saisir les fonds ainsi rassemblés pour s'enrichir personnelement.;;;[From.GetBestName] se pone de pie ante los Lores reunidos y propone el pago de las cuotas de membresía, para fortalecer nuestra causa y permitirnos unirnos contra nuestros enemigos. Aunque [From.GetElElla] afirma tener motivos desinteresados, los oponentes de la propuesta afirman que tiene la intención de apoderarse de los fondos para si.;;;;;;;;;x
EVTOPTA_PlusFaction_335;Yes, we will do our part for the faction;Oui, nous payerons notre part pour la faction;;;Sí, haremos nuestra parte por la facción.;;;;;;;;;x
EVTOPTB_PlusFaction_335;No, this proposal is fueled by greed;Non, cette proposition est motivée par la cupidité;;;No, esta propuesta está impulsada por la codicia;;;;;;;;;x
EVTDESC_PlusFaction_336;One by one, the assembled Lords raised their voices to vote on the payment of membership dues to strengthen the faction. At last all votes were in and...;Un par un, les Seigneurs réunis votèrent sur le payement de cotisations pour renforcer la faction. Une fois que tout les votes furent exprimés...;;;Uno a uno, los Señores reunidos alzaron la voz para votar el pago de las cuotas de membresía para fortalecer la facción. Por fin se contaron todos los votos y ...;;;;;;;;;x
